Index,Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Approval rate,Initially denied then approved - approval rate,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug name,Drug code,Drug brand names
5904,Carrier C,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,90806,IND PSYCHOTHERAPY OFFICE 45-50 MIN,1,1,0,0,33,0,0,1,0,NA,NA,NA
5905,Carrier C,2023,Outpatient MH-SUD,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,90834,PSYCHOTHERAPY 45 MIN PATIENT,3,0,0.33,14,67,0,1,2,0,NA,NA,NA
5906,Carrier C,2023,Outpatient MH-SUD,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,90868,TRANSCRANIAL MAG STIMJ TX DLVR & MGMT,228,0,0.01,0,63.7,0,0,228,0,NA,NA,NA
5907,Carrier C,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0601,CPAP DEVICE,3097,0.97,0,13.5,31,0,603,2494,0,NA,NA,NA
5908,Carrier C,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0603,DME ELECTRIC BREAST PUMP KIT PURCHASE,1721,1,0,11.6,27.7,0,1301,420,0,NA,NA,NA
5909,Carrier C,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A7027,COMB ORAL/NASAL MASK USED W/CPAP DEVICE EA,1323,1,0,14.4,21.2,0,311,1012,0,NA,NA,NA
5910,Carrier C,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A7034,NASAL APPLICATION DEVICE,1317,0.99,0,0,13.7,0,0,1317,0,NA,NA,NA
5911,Carrier C,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0604,DME ELECTRIC BREAST PUMP KIT RENTAL,887,0.98,0,12.7,27.8,0,571,316,0,NA,NA,NA
5912,Carrier C,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0143,WALKER FOLDING WHEELED ADJUSTABLE OR FIXED HEIGHT,576,0.99,0,6,24.4,0,276,300,0,NA,NA,NA
5913,Carrier C,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,L4361,PNEUMATIC WALKING BOOT,555,1,0,5.5,18.6,0,2,553,0,NA,NA,NA
5914,Carrier C,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0114,CRUTCHES METAL UNDERARM PAIR,552,1,0,12.9,14,0,20,532,0,NA,NA,NA
5915,Carrier C,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E1390,OXYGEN CONCENTRATOR,401,0.97,0,4.9,26.1,0,93,308,0,NA,NA,NA
5916,Carrier C,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,L3908,WRIST SPLINT W/WO COCK-UP,386,1,0,12,16.1,0,4,382,0,NA,NA,NA
5917,Carrier C,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L3908,WRIST SPLINT W/WO COCK-UP,386,1,0,12,16.1,0,4,382,0,NA,NA,NA
5918,Carrier C,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L3660,SHOULDER ORTHOSIS FIGURE OF EIGHT DESIGN ABDUCTION RESTRAINER CANVAS AND,352,1,0,0,15,0,0,352,0,NA,NA,NA
5919,Carrier C,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L4205,REPAIR ORTHOTIC DEV LABOR PER 15 MIN,300,1,0,15.1,32.5,0,28,272,0,NA,NA,NA
5920,Carrier C,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L3809,WRIST THUMB SPICA,283,1,0,9.8,14.6,0,4,279,0,NA,NA,NA
5921,Carrier C,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L3670,SHLDER IMMOB W/ABDUCTION PILLOW,216,1,0,21,15.6,0,3,213,0,NA,NA,NA
5922,Carrier C,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,A4388,DRAINABLE PCH W EX WEAR BARR,196,1,0,13.8,16.2,0,123,73,0,NA,NA,NA
5923,Carrier C,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L1833,WARRIOR WRAP WITH HINGES/FLEX STOP,162,1,0,16,0.7,0,1,161,0,NA,NA,NA
5924,Carrier C,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,A4670,AUTOMATIC BP MONITOR DIAL,149,1,0,13,0.8,0,25,124,0,NA,NA,NA
5925,Carrier C,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L8000,BREAST PROSTHESIS MASTECTOMY BRA,149,1,0,14,32,0,3,146,0,NA,NA,NA
5926,Carrier C,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L1830,KO IMMOBILIZER CANVAS LONGIT,141,1,0,0,14.9,0,0,141,0,NA,NA,NA
5927,Carrier C,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E8000,GAIT TRAINER PEDIATRIC SIZE POSTERIOR SUPPORT INCL ALL ACCESSORIES & COMP,2,0,0.5,0,98,0,0,2,0,NA,NA,NA
5928,Carrier C,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,L5331,HIP DISART CANADIAN SACH FT,2,0,0.5,0,78.5,0,0,2,0,NA,NA,NA
5929,Carrier C,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,L5920,ADDN KNEE-SHIN ALIGNABLE,2,0,0.5,0,66.5,0,0,2,0,NA,NA,NA
5930,Carrier C,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,L5321,AK OPEN END SACH,2,0,0.5,0,144.5,0,0,2,0,NA,NA,NA
5931,Carrier C,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E0483,HIGH FREQ CHEST WALL OCSILLATION SYSTEM INCL ALL ACCESSORIES/SUPPLIES EA,6,0,0.17,0,87.3,0,0,6,0,NA,NA,NA
5932,Carrier C,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,K0005,ULTRALIGHTWEIGHT WHEELCHAIR,11,0,0.09,0,123.9,0,0,11,0,NA,NA,NA
5933,Carrier C,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,B4153,ENTERAL FORMULAE CATEGORYIII,13,0,0.08,16,108,0,1,12,0,NA,NA,NA
5934,Carrier C,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,A5500,DIAB ONLY FIT CSTM PREP&SPL SHOE MX DNSITY INSRT PER SHOE,25,0,0.04,30,21,0,1,24,0,NA,NA,NA
5935,Carrier C,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E2103,NONADJUNCTIVE NONIMPLANTED CGM/RECEIVER,25,0,0.04,30,81.4,0,4,21,0,NA,NA,NA
5936,Carrier C,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,B4160,ENTERAL FORMULA PEDS NUTRITIONALLY COMP CALORIE DENSE 100 CAL = 1 UNIT,49,0,0.02,0,105.4,0,0,49,0,NA,NA,NA
5937,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99214,OFFICE VISIT E&M EST PT MODERATE MDM 30-39 MINS,1406,0.97,0,14.8,24.9,0,77,1329,0,NA,NA,NA
5938,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E2103,NONADJUNCTIVE NONIMPLANTED CGM/RECEIVER,692,0.73,0,15.1,66.1,0,68,624,0,NA,NA,NA
5939,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A4239,SPLY ALW NONADJUNC NONIMPL CGM 1 MO SPLY= 1 UOS,586,0.94,0,13.9,34.7,0,340,246,0,NA,NA,NA
5940,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97802,MED NUTRIT THRPY INIT ASSESS 15 MIN,390,0.99,0,11.9,20.1,0,23,367,0,NA,NA,NA
5941,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A4224,SUPPLIES FOR MAINTENANCE OF INSULIN INFUSION CATH PER WEEK,291,1,0,11.3,37.9,0,214,77,0,NA,NA,NA
5942,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A5500,DIAB ONLY FIT CSTM PREP&SPL SHOE MX DNSITY INSRT PER SHOE,162,0.98,0,7.4,30.5,0,5,157,0,NA,NA,NA
5943,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A9276,SNSRINVSV DISP USE NONDME INTRSTL CGM 1U=1D SPL,94,0.85,0,11.4,60.7,0,31,63,0,NA,NA,NA
5944,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,G0108,DIAB MGMT TRN PER INDIV,85,0.98,0,11.5,45.6,0,2,83,0,NA,NA,NA
5945,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,K0553,SUPPLY ALLOWANCE FOR THERAPEUTIC CONTINUOUS GLUCOSE MONITOR (CGM) INCLUDES ALL SUPPLIES AND ACCESSORIES,77,0.78,0,12.3,59.7,0,20,57,0,NA,NA,NA
5946,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A4221,WEEKLY SUPPLIES DRUG INFUS CATH,77,0.99,0,11,36.6,0,43,34,0,NA,NA,NA
5947,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,A4224,SUPPLIES FOR MAINTENANCE OF INSULIN INFUSION CATH PER WEEK,291,1,0,11.3,37.9,0,214,77,0,NA,NA,NA
5948,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,J9035,INJ BEVACIZUMAB 10 MG,58,1,0,17.5,31.4,0,16,42,0,NA,NA,NA
5949,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,67228,DESTRUCT EXTENSIVE/PROG RETINOPATHY PHOTOCOAGULATN,23,1,0,10.3,47.8,0,8,15,0,NA,NA,NA
5950,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97597,DEBRIDEMENT OPEN WOUND ASSESSMENT ONGOING CARE PER SESSION  FIRST 20 SQ CM OR LESS,21,1,0,14.4,25.8,0,5,16,0,NA,NA,NA
5951,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,A5513,FOR DIAB ONLY MX DNSITY INSRT CSTM MOLD CSTM EA,21,1,0,7,41.3,0,2,19,0,NA,NA,NA
5952,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,95250,GLUCOSE MONITORING 72 HRS MD OR OTH QUAL EQUIP PROV REC/STORAGE GL,20,1,0,13,28.8,0,2,18,0,NA,NA,NA
5953,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,A4230,INFUS SET INSULIN PUMP NON NEEDLE,17,1,0,9.4,21.6,0,8,9,0,NA,NA,NA
5954,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,92012,INTERMEDIATE EYE EXAM ESTABLISHED PATIENT,14,1,0,0,22.9,0,0,14,0,NA,NA,NA
5955,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99204,OFFICE VISIT E&M NEW PT MODERATE MDM 45-59 MINS,14,1,0,13.3,26.1,0,3,11,0,NA,NA,NA
5956,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E2402,NEGATIVE PRESSURE WOUND THERAPY ELECT PUMP STATIONARY OR PORTABLE,16,1,0,19.2,75.5,0,10,6,0,NA,NA,NA
5957,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E2103,NONADJUNCTIVE NONIMPLANTED CGM/RECEIVER,692,0,0,15.1,66.1,0,68,624,0,NA,NA,NA
5958,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,A4239,SPLY ALW NONADJUNC NONIMPL CGM 1 MO SPLY= 1 UOS,586,0,0,13.9,34.7,0,340,246,0,NA,NA,NA
5959,Carrier C,2023,Diabetes Supplies and Equip,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,99214,OFFICE VISIT E&M EST PT MODERATE MDM 30-39 MINS,1406,0,0,14.8,24.9,0,77,1329,0,NA,NA,NA
5960,Carrier C,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,NA,NA,2485,0.32,0,11,78,0,43,2442,0,SEMAGLUTIDE,2717007000,OZEMPIC  RYBELSUS
5961,Carrier C,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,NA,NA,1247,0.43,0,22,79,0,36,1211,0,LISDEXAMFETAMINE DIMESYLATE,6110002510,VYVANSE
5962,Carrier C,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,NA,NA,736,0.77,0,13,47,0,5,731,0,cyclosporine,8672002000,Restasis  Cequa
5963,Carrier C,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,NA,NA,701,0.6,0,23,54,0,15,686,0,BUDESONIDE-FORMOTEROL,4420990241,Symbicort
5964,Carrier C,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,NA,NA,691,0.83,0,8,36,0,70,621,0,RIVAROXABAN,8337006000,XARELTO
6115,Carrier D,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,NA,NA,358,0.52,0,18,75,0,8,350,0,LIRAGLUTIDE,2717005000,VICTOZA
5966,Carrier C,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,NA,NA,603,0.94,0,20,81,0,8,595,0,empagliflozin,2770005000,Jardiance
5967,Carrier C,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,NA,NA,580,0.48,0,16,68,0,84,496,0,Apixaban,8337001000,ELIQUIS
5968,Carrier C,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,NA,NA,479,0.03,0,0,92,0,3,476,0,tirzepatide,2717308000,MOUNJARO
5969,Carrier C,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,NA,NA,348,0.89,0,10,46,0,3,345,0,adalimumab-atto,6627001510,AMJEVITA
5970,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,NA,NA,32,1,0,3,36,0,6,26,0,LENALIDOMIDE,9939405000,Revlamid
5971,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,NA,NA,22,1,0,40,39,0,2,20,0,enzalutamide,2140243000,Xtandi
5972,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,NA,NA,19,1,0,0,31,0,1,18,0,midazolam,7210006000,Nayzilam
5973,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,NA,NA,18,1,0,2,24,0,3,15,0,dofetilide,3540002500,Tikosyn
5974,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,NA,NA,18,1,0,33,34,0,2,16,0,ribociclib,2153107050,Kisqali
5975,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,NA,NA,12,1,0,28,43,0,1,11,0,ACALABRUTINIB MALEATE,2153210350,CALQUENCE
5976,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,NA,NA,11,1,0,0,82,0,0,11,0,Epoetin Alfa,8240102000,Epogen  Procrit
5977,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,NA,NA,11,1,0,23,52,0,2,9,0,pomalidomide,2145008000,Pomalyst
5978,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,NA,NA,10,1,0,35,34,0,2,8,0,Posaconazole,1140706000,Noxafil
5979,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,NA,NA,9,1,0,0,43,0,0,9,0,Pirfenidone,4555006000,Esbriet
5980,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,NA,NA,1,0,1,21,0,0,1,0,0,pegfilgrastim-jmdb,8240157020,Fulphila
5981,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,NA,NA,1,0,1,0,123,0,0,1,0,lonapegsomatropin-tcgd,3010000380,Skytrofa
5982,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,NA,NA,1,0,1,0,76,0,0,1,0,darbepoetin,8240101510,Aranesp
5983,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,NA,NA,4,0,0.5,0,94,0,0,4,0,sodium oxybate,6245006020,Xyrem
5984,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,NA,NA,4,0,0.5,0,98,0,0,4,0,teriflunomide,6240407000,Aubagio
5985,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,NA,NA,2,0,0.5,0,121,0,1,1,0,selinexor,2156006000,Xpovio
5986,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,NA,NA,17,0,0.35,0,119,0,0,17,0,calcium/magnesium/potassium/sodium oxybates,6245990420,Xywav
5987,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,NA,NA,3,0,0.33,0,93,0,0,3,0,peg-filgrastim,8240157000,Neulasta
5988,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,NA,NA,3,0,0.33,49,42,0,1,2,0,ponatinib,2153187510,Iclusig
5989,Carrier C,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,NA,NA,3,0,0.33,0,108,0,0,3,0,droxidopa,3870003000,Northera
5990,Carrier D,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,59400,FULL ROUT OBSTE CAREVAGINAL DELIV,17,1,0,0,7.2,0,0,17,0,NA,NA,NA
5991,Carrier D,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,59510,FULL ROUT OBSTE CARECESAREAN DELIV,16,1,0,0,26.4,0,0,16,0,NA,NA,NA
5992,Carrier D,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,27447,TOTAL KNEE ARTHROPLASTY,12,0.33,0,43,99.7,0,2,10,0,NA,NA,NA
5993,Carrier D,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,22558,ARTHRODESIS ANT INTERBODY W/ DISKECTOMY LU,8,0.88,0,0,92.1,0,0,8,0,NA,NA,NA
5994,Carrier D,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,44204,COLECTOMY LAP PARTIAL W/ ANAST,5,1,0,0,11.2,0,0,5,0,NA,NA,NA
5995,Carrier D,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,44205,COLECTOMY LAP PART W/ REM TERM ILEUM,5,1,0,13.5,41,0,2,3,0,NA,NA,NA
5996,Carrier D,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,50360,TRANSPLANTATION OF KIDNEY,5,0.8,0,0,65.2,0,0,5,0,NA,NA,NA
5997,Carrier D,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,19364,BREAST RECONSTRUCTION WITH FREE FLAP,4,1,0,0,66.3,0,0,4,0,NA,NA,NA
5998,Carrier D,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,96413,CHEMO ADMIN IV INFUS SING/INITIAL SUB/DRUG UP TO *,4,1,0,21.7,41,0,3,1,0,NA,NA,NA
5999,Carrier D,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,43644,LAP GASTRIC BYPASS/ROUX-EN-Y,4,0.75,0,0,80.3,0,0,4,0,NA,NA,NA
6000,Carrier D,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,59400,FULL ROUT OBSTE CAREVAGINAL DELIV,17,1,0,0,7.2,0,0,17,0,NA,NA,NA
6001,Carrier D,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,59510,FULL ROUT OBSTE CARECESAREAN DELIV,16,1,0,0,26.4,0,0,16,0,NA,NA,NA
6002,Carrier D,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,44204,COLECTOMY LAP PARTIAL W/ ANAST,5,1,0,0,11.2,0,0,5,0,NA,NA,NA
6003,Carrier D,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,44205,COLECTOMY LAP PART W/ REM TERM ILEUM,5,1,0,13.5,41,0,2,3,0,NA,NA,NA
6004,Carrier D,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,19364,BREAST RECONSTRUCTION WITH FREE FLAP,4,1,0,0,66.3,0,0,4,0,NA,NA,NA
6005,Carrier D,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,96413,CHEMO ADMIN IV INFUS SING/INITIAL SUB/DRUG UP TO *,4,1,0,21.7,41,0,3,1,0,NA,NA,NA
6006,Carrier D,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99404,PREV MED COUNSELING IND 53-67 MIN,4,1,0,0,37,0,0,4,0,NA,NA,NA
6007,Carrier D,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,93306,TTE (ECHO) WITH SPECTRAL & COLOR FLOW DOPPLER,4,1,0,0,57.5,0,0,4,0,NA,NA,NA
6008,Carrier D,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,22551,ARTHRODESIS ANT INTERBODY CERVICAL BELOW C2,3,1,0,35,86.5,0,1,2,0,NA,NA,NA
6009,Carrier D,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,96416,CHEMO ADMIN IV INFUS >8 HRS W/PORT/IMPLANTED PUMP,3,1,0,12,31,0,2,1,0,NA,NA,NA
6010,Carrier D,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99214,OFFICE VISIT E&M EST PT MODERATE MDM 30-39 MINS,22813,0.99,0,18,28.4,0,1894,20919,0,NA,NA,NA
6011,Carrier D,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97110,THERA PROC 1+ AREAS EA 15 MIN THERA EXERCISES,3145,0.99,0,17.6,25.8,0,109,3036,0,NA,NA,NA
6012,Carrier D,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97124,THERA PROC 1+ AREAS EA 15 MIN MASSAGE,1509,0.99,0,15.3,22.3,0,23,1486,0,NA,NA,NA
6013,Carrier D,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,45380,COLONOSCOPY W/ BX SINGLE/MULT,1060,1,0,13,20,0,62,998,0,NA,NA,NA
6014,Carrier D,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,70553,MRI BRAIN W/ & W/O CONTRAST,988,0.78,0,19.2,74.7,0,127,861,0,NA,NA,NA
6015,Carrier D,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,93306,TTE (ECHO) WITH SPECTRAL & COLOR FLOW DOPPLER,825,1,0,12.8,34.9,0,94,731,0,NA,NA,NA
6016,Carrier D,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,73721,MRI ANY JOINT,787,0.76,0,32.5,63.8,0,113,674,0,NA,NA,NA
6017,Carrier D,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,74178,CT ABD & PELVIS W/O CONTRST 1+ BODY REGNS,688,0.92,0,14.7,28.4,0,202,486,0,NA,NA,NA
6018,Carrier D,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,73718,MRI LOWER EXTREMITY W/O CONTRAST,651,0.87,0,16.4,47.8,0,97,554,0,NA,NA,NA
6019,Carrier D,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,71250,COMPUTED TOMOGRAPHY THORAX DIAGNOSTIC W/O CONTRAST MATERIAL,599,0.84,0,20.2,37.2,0,123,476,0,NA,NA,NA
6020,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,96040,GENETICS COUNSELING EACH 30 MIN W/ PT/FAMILY,390,1,0,14.1,23.2,0,56,334,0,NA,NA,NA
6021,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99204,OFFICE VISIT E&M NEW PT MODERATE MDM 45-59 MINS,207,1,0,15.3,33,0,24,183,0,NA,NA,NA
6022,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,11102,TANGENTIAL BIOPSY OF SKIN FIRST LESION,168,1,0,12.7,43.2,0,3,165,0,NA,NA,NA
6023,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,52000,CYSTOURETHROSCOPY (SEP PROC),155,1,0,11.9,29.1,0,22,133,0,NA,NA,NA
6024,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,95863,EMG NEEDLE 3 EXTREMITIES W/WO RELATED PARASPINAL,153,1,0,11.8,54.9,0,6,147,0,NA,NA,NA
